"Times","Stringency","CR.AT1","Humidity.AT1","CL.AT1","CR.AT2","Humidity.AT2","CL.AT2","CR.AT3","Humidity.AT3","CL.AT3","CR.AT4","Humidity.AT4","CL.AT4","CR.AT5","Humidity.AT5","CL.AT5","CR.AT6","Humidity.AT6","CL.AT6","CR.AT7","Humidity.AT7","CL.AT7","CR.AT8","Humidity.AT8","CL.AT8","CR.AT9","Humidity.AT9","CL.AT9"
2020-05-02,0.246844319775596,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-03,0.246844319775596,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-04,0.246844319775596,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-05,0.246844319775596,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-06,0.246844319775596,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-07,0.246844319775596,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-08,0.246844319775596,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-09,0.246844319775596,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-10,0.246844319775596,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-11,0.32468443197756,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-12,0.32468443197756,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-13,0.32468443197756,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-14,0.32468443197756,NA,NA,NA,NA,NA,NA,0.00951983268924046,0.0151963171209373,0.0105959369128116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460370860007761,0.0381927192534287,0.042025340503208
2020-05-15,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-16,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-17,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-18,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-19,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-20,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-21,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-22,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-23,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-24,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-25,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-26,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-27,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-28,0.32468443197756,NA,NA,NA,NA,NA,NA,0.016876360286904,0.0204815093353354,0.0265150464945238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554724298861558,0.0472094609416309,0.0481466875520183
2020-05-29,0.402664796633941,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-05-30,0.402664796633941,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-05-31,0.402664796633941,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-01,0.402664796633941,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-02,0.402664796633941,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-03,0.454558204768583,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-04,0.454558204768583,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-05,0.454558204768583,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-06,0.454558204768583,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-07,0.454558204768583,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-08,0.454558204768583,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-09,0.454558204768583,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-10,0.454558204768583,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-11,0.454558204768583,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-12,0.454558204768583,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-13,0.454558204768583,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-14,0.454558204768583,NA,NA,NA,NA,NA,NA,0.0201669151800459,0.0445078973031245,0.0583700417550119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854895870998108,0.0668736142319444,0.10966985108867
2020-06-15,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
2020-06-16,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
2020-06-17,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
2020-06-18,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
2020-06-19,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
2020-06-20,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
2020-06-21,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
2020-06-22,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
2020-06-23,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
2020-06-24,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
2020-06-25,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
2020-06-26,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
2020-06-27,0.454558204768583,NA,NA,NA,NA,NA,NA,0.28491068965245,0.108576888823969,0.0708860111910934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106786465571624,0.0832516432874111,0.142294354851608
