at1,at2,at3,at4,at5,at6,at7,at8,at9
0,0,0.356336857,0.201428125,0.717128617,0,0,0.252027562,0.941821095
0.67937321,0.534372629,0.178168429,0.201428125,0.896410771,0.321018528,0.132149276,0,1.622025219
0,0.534372629,0.712673714,0.268570834,0.537846463,0.080254632,0,0,0.470910547
0,0,0.237557905,0.268570834,0.358564309,0.080254632,0.132149276,0,0.889497701
0,0,0.118778952,0.201428125,0.179282154,0,0.132149276,0,1.25576146
0.67937321,0.356248419,0.356336857,0.805712502,0.358564309,0.160509264,0,0,0.889497701
0.339686605,0.356248419,0.593894762,0.335713542,0.537846463,0.080254632,0.132149276,0.252027562,0.575557336
0,0.534372629,0.356336857,0.537141668,0,0.240763896,0.132149276,0,1.203438066
0,0.17812421,0.356336857,1.611425003,0,0.401273159,0,0.504055123,1.88364219
0.67937321,0,0.178168429,1.275711461,0.537846463,0,0.132149276,0,0.889497701
0.339686605,0,0.534505286,2.417137505,0.358564309,0.240763896,0.264298552,0,0.523233942
0,0,0.237557905,0.469998959,0.179282154,0.080254632,0.528597103,0,1.674348613
0.339686605,0.17812421,0.237557905,3.155707298,0.358564309,0.722291687,0.396447827,0,1.778995401
0.339686605,0,0.178168429,3.625706257,0.179282154,0,0.132149276,0,1.831318795
1.358746421,0,0.415726333,3.08856459,0.179282154,0.882800951,0.264298552,0,0.470910547
1.358746421,0.356248419,0.237557905,2.685708339,0.537846463,0.802546319,0.528597103,0.252027562,3.453344014
0,0.17812421,0.059389476,3.827134383,0.537846463,0.481527791,0.528597103,0,1.778995401
0,0,0.237557905,3.424278132,0,0,0,0,1.098791277
0.67937321,0.356248419,0.356336857,1.74571042,0.717128617,0.321018528,0.132149276,0.252027562,1.203438066
0,0.17812421,0.296947381,2.484280213,1.613539388,0.882800951,0.396447827,0,1.25576146
0.67937321,0.17812421,0.593894762,2.148566671,1.075692926,0.481527791,0.396447827,0.252027562,2.930110073
1.019059815,0.17812421,0.296947381,3.49142084,0.179282154,0.080254632,0.528597103,0,0.313940365
0,0.890621048,0.356336857,2.887136464,0.717128617,0.561782423,0.396447827,0,1.88364219
0.339686605,0.17812421,0.178168429,3.49142084,0.537846463,0.080254632,1.057194207,0,1.151114671
0,0,0.178168429,1.678567712,0,0.160509264,0.132149276,0.504055123,0.994144489
0.67937321,0,0.356336857,1.342854169,1.075692926,0.802546319,0.528597103,0,2.616169708
1.358746421,0.17812421,1.306568476,2.21570938,1.25497508,0.963055583,0.396447827,0,1.988288978
0.339686605,0.17812421,1.662905333,2.551422922,0.358564309,0.722291687,0.396447827,0.504055123,2.563846314
0.339686605,0,2.316189571,3.759991674,0.179282154,0.321018528,1.057194207,0.252027562,1.569701825
1.019059815,0.356248419,0.77206319,2.417137505,2.330668005,0.802546319,0.132149276,0,2.459199525
0.339686605,0,0.593894762,2.282852088,0.896410771,0.401273159,0,0,1.360408248
1.698433026,0,0.475115809,2.081423963,0.358564309,0.481527791,0.132149276,0.252027562,1.726672007
1.358746421,0.712496838,0.475115809,1.409996878,0.537846463,0.722291687,0.264298552,0,1.831318795
0.339686605,0,0.712673714,3.49142084,1.792821543,1.364328742,1.850089862,0,1.778995401
0.339686605,0,1.128400048,3.49142084,0.896410771,0.963055583,0.396447827,2.016220494,3.244050438
0.67937321,0,0.890842143,2.484280213,0.896410771,1.203819478,0.528597103,0.252027562,1.988288978
0.67937321,0,0.890842143,3.289992715,1.25497508,0.642037055,0.528597103,0.756082685,3.40102062
1.019059815,0.17812421,1.187789524,1.678567712,1.792821543,0.240763896,0.792895655,2.520275617,1.778995401
1.358746421,0,1.069010571,2.148566671,0.179282154,0.802546319,0.792895655,0,1.569701825
0,0.356248419,0.890842143,1.611425003,0.179282154,0.722291687,0.528597103,1.764192932,1.778995401
1.358746421,0,1.187789524,1.74571042,0.717128617,0.561782423,1.850089862,0.252027562,4.02890135
1.698433026,0.17812421,0.831452667,2.081423963,2.151385851,0.802546319,0.660746379,1.51216537,0.941821095
1.698433026,0.356248419,1.187789524,3.155707298,3.227078777,0.401273159,0.792895655,0,4.499811897
0.339686605,0.356248419,1.187789524,1.275711461,0,0.240763896,0.264298552,0.756082685,3.714960985
0.339686605,0.712496838,0.475115809,0.87285521,0.537846463,0.321018528,0.264298552,0.252027562,1.360408248
0.339686605,0.356248419,0.415726333,0.402856251,0.717128617,0.160509264,0.792895655,0.252027562,2.14525916
0.339686605,0.534372629,0.890842143,1.611425003,0.358564309,0.160509264,0.264298552,0,2.406876131
0.339686605,0.356248419,0.890842143,1.208568752,1.434257234,0.561782423,0.792895655,0.252027562,1.25576146
0.339686605,1.424993677,0.712673714,1.879995837,0.179282154,0.240763896,0.660746379,1.008110247,5.075369233
0,0.712496838,0.831452667,1.342854169,1.792821543,0.481527791,0.132149276,0.756082685,3.139403649
0.339686605,0.890621048,0.534505286,1.409996878,0.537846463,0.321018528,0.396447827,0.756082685,2.197582555
0.67937321,0.712496838,0.415726333,0.469998959,3.585643085,0.321018528,0,0,3.139403649
0,0.890621048,0.415726333,0.738569793,0.358564309,0.160509264,0.396447827,2.016220494,1.726672007
0.67937321,0.356248419,0.950231619,1.947138546,0.896410771,0.561782423,1.717940586,0.756082685,4.238194927
0.339686605,0.534372629,1.544126381,1.812853129,2.50995016,0.963055583,3.568030447,0.504055123,3.819607773
1.358746421,1.068745257,0.950231619,2.014281254,2.330668005,1.444583374,2.642985516,2.016220494,4.02890135
0.67937321,4.631229449,0.890842143,2.819993756,1.613539388,0.642037055,7.928956549,3.276358303,3.976577956
0.339686605,4.809353658,2.01924219,3.424278132,3.764925239,1.043310215,5.021672481,1.51216537,8.267096277
0.339686605,1.603117886,1.544126381,1.812853129,1.25497508,0.722291687,1.850089862,0.252027562,3.348697226
0.339686605,1.603117886,0.831452667,2.014281254,0.717128617,0.882800951,2.775134792,1.51216537,3.819607773
1.019059815,0.356248419,1.425347428,2.014281254,0.179282154,1.28407411,4.75737393,1.260137809,7.377598576
1.019059815,1.068745257,1.425347428,3.759991674,5.378464628,2.247129693,2.775134792,0.504055123,4.081224744
2.038119631,0.890621048,0.890842143,5.169988552,2.868514468,1.203819478,2.775134792,3.780413426,9.418210948
1.698433026,1.424993677,1.959852714,4.095705217,0.179282154,1.203819478,3.964478275,1.260137809,9.051947189
1.019059815,0.712496838,1.900463238,2.551422922,3.585643085,1.364328742,5.550269585,0.252027562,7.534568758
2.038119631,1.246869467,1.009621095,1.947138546,2.868514468,1.68534727,3.435881171,1.008110247,5.336986204
0.67937321,0.890621048,1.841073762,1.947138546,0,1.043310215,1.58579131,1.008110247,4.970722445
1.019059815,0.534372629,1.009621095,2.081423963,2.330668005,0.882800951,3.435881171,1.764192932,6.749717846
1.358746421,0.712496838,1.722294809,4.028562508,1.613539388,2.327384325,4.75737393,0.504055123,6.645071058
1.698433026,1.068745257,1.544126381,3.9614198,1.434257234,2.808912116,5.550269585,2.268248056,6.749717846
1.019059815,1.068745257,1.959852714,3.558563549,1.25497508,1.765601902,3.964478275,1.51216537,3.453344014
3.057179446,0.712496838,1.781684286,3.759991674,2.50995016,1.926111166,5.814568136,0.504055123,10.88326598
1.019059815,0,2.850694857,1.208568752,2.330668005,1.123564847,5.68241886,0,5.127692627
2.038119631,0.356248419,2.078631666,1.544282295,0.179282154,0.963055583,2.510836241,2.772303179,5.964866934
1.698433026,0.356248419,1.722294809,0.939997919,1.792821543,2.006365797,5.285971033,2.772303179,4.499811897
1.698433026,0.356248419,1.425347428,2.349994796,1.613539388,1.043310215,6.871762343,1.764192932,7.272951788
1.358746421,0.534372629,3.919705428,1.879995837,1.075692926,4.012731595,8.061105825,1.51216537,10.7786192
3.396866051,0.356248419,2.138021143,2.417137505,0.717128617,1.765601902,6.211015964,3.780413426,10.20306186
4.415925867,0.17812421,2.256800095,2.685708339,1.613539388,1.605092638,4.493075378,5.292578796,10.67397241
2.717492841,0.356248419,2.494358,2.551422922,3.406360931,1.28407411,2.378686965,2.268248056,3.296373832
1.019059815,0.712496838,3.26642119,2.417137505,0.537846463,0.963055583,4.360926102,4.536496111,10.67397241
1.019059815,0.712496838,2.613136952,1.611425003,1.972103697,0.882800951,7.26821017,6.552716605,11.35417653
3.057179446,0.890621048,3.444589619,4.83427501,1.434257234,2.327384325,10.04334496,5.040551235,14.33661
4.415925867,0.890621048,5.345052857,3.357135423,3.047796622,2.808912116,9.646897135,6.804744167,20.03985996
3.057179446,1.068745257,4.157263333,3.558563549,3.047796622,3.852222331,8.986150756,11.34124028,14.80752055
2.717492841,0.890621048,7.839410856,5.505702095,4.302771702,3.611458435,14.27212179,18.39801201,23.59785076
0.67937321,2.315614724,4.276042285,3.558563549,3.406360931,3.290439908,6.475314515,2.772303179,8.005479306
3.057179446,1.068745257,4.157263333,3.827134383,0,2.086620429,4.75737393,7.30879929,9.522857736
2.377806236,1.068745257,7.067347666,3.424278132,3.227078777,3.771967699,13.34707686,13.10543321,21.87117876
3.736552657,1.246869467,6.829789761,6.177129179,3.944207394,3.932476963,11.36483772,5.040551235,16.74348613
7.133418708,2.671863144,7.661242428,6.042843762,5.378464628,4.333750122,9.118300032,12.34935052,20.82471087
3.396866051,1.603117886,8.908421428,7.049984389,7.529850479,3.771967699,8.589702928,9.072992222,17.78995401
3.736552657,1.603117886,7.661242428,7.318555223,6.992004016,2.247129693,11.89343482,10.33313003,21.92350215
4.415925867,2.671863144,6.53284238,3.357135423,5.199182473,5.056041809,7.136060894,10.58515759,15.2261077
0.67937321,2.493738934,5.642000238,4.431418759,3.764925239,4.092986227,3.039433344,8.568937099,8.528713247
10.19059815,1.603117886,4.632379142,5.639987511,3.227078777,2.728657484,8.061105825,8.568937099,12.13902744
4.076239262,2.493738934,7.898800333,5.975701054,1.972103697,2.568148221,8.986150756,4.788523673,17.84227741
5.095299077,2.493738934,7.364295047,3.894277091,5.737028936,3.691713067,7.400359446,6.804744167,22.60370628
4.076239262,3.740608401,8.195747714,4.431418759,5.737028936,0.802546319,7.796807273,5.040551235,15.69701825
5.774672287,2.315614724,7.898800333,7.855696891,5.91631109,6.019097392,7.928956549,7.812854414,14.70287376
4.415925867,3.384359982,5.879558142,3.558563549,3.585643085,2.086620429,7.003911619,5.79663392,14.70287376
2.377806236,1.246869467,6.53284238,3.558563549,2.868514468,3.852222331,4.360926102,4.284468549,13.49943569
8.831851734,3.206235772,5.463831809,6.177129179,4.302771702,2.728657484,8.457553653,8.316909537,18.52248153
5.095299077,3.918732611,7.720631904,6.512842722,8.605543404,1.926111166,8.85400148,3.780413426,17.52833704
10.19059815,1.603117886,7.483073999,9.332836477,5.019900319,4.092986227,10.57194207,5.292578796,19.20268566
6.114358892,3.562484191,7.898800333,5.975701054,8.42626125,2.889166748,11.36483772,13.60948833,16.1156054
6.114358892,3.740608401,8.611474047,7.385697932,7.529850479,2.808912116,14.66856962,12.85340565,25.16755259
2.377806236,3.740608401,8.076968761,8.459981267,4.302771702,2.96942138,10.04334496,9.072992222,13.29014212
5.095299077,2.137490515,6.354673952,5.908558345,6.812721862,4.574514018,12.81847975,10.08110247,14.70287376
15.96527044,2.849987353,8.552084571,7.989982308,8.067696941,2.487893589,9.646897135,7.30879929,22.18511912
7.133418708,3.384359982,11.16522152,8.997122935,8.067696941,4.65476865,17.44370441,10.08110247,23.17926361
9.171538339,5.521850497,11.52155838,9.66855002,9.501954175,5.056041809,12.15773338,9.577047346,32.91141492
7.473105313,4.09685682,12.29362157,11.74997398,15.05970096,6.259861288,15.19716672,11.59326784,18.8364219
13.58746421,7.837465221,10.80888467,11.8842594,19.18319051,6.019097392,13.87567396,15.37368127,24.43502507
10.86997136,7.303092593,5.642000238,11.68283127,6.992004016,6.741389079,16.3865102,16.88584664,18.41783474
1.698433026,5.521850497,8.967810904,8.79569481,9.501954175,2.327384325,16.25436093,16.12976395,12.76690817
17.66370347,5.699974706,9.383537237,8.057125016,25.0995016,8.828009509,20.35098848,13.8615159,16.84813292
8.492165128,8.54996206,10.69010571,14.90568128,16.31467604,8.667500245,27.3549001,5.544606358,21.60956179
10.19059815,6.946844173,10.98705309,14.70425315,18.10749758,6.019097392,27.75134792,23.18653568,25.27219938
11.20965797,6.234347335,11.40277943,16.24853545,39.08350963,9.470046564,35.41600592,34.77980352,14.44125679
14.60652402,6.234347335,13.77835847,18.12853129,16.8525225,9.630555828,28.54424358,24.69870105,36.15546536
12.56840439,10.15307995,13.65957952,20.34424067,30.29868407,9.550301196,21.67248123,29.48722472,14.54590358
7.133418708,6.946844173,11.87789524,12.42140107,23.66524436,12.76048647,12.68633048,29.48722472,13.3947889
14.26683742,5.878098916,13.60019005,17.18853337,31.55365915,11.63692162,34.09451316,20.66626006,19.25500905
12.908091,8.37183785,21.61776933,25.51422922,30.47796622,11.47641236,32.90516968,16.12976395,29.87665806
15.62558384,11.57807362,20.42997981,35.45135007,48.40618165,21.82925988,36.34105085,44.60887843,35.7892016
25.13680878,19.41553884,25.65625371,35.78706361,51.09541396,26.48402853,67.39613067,42.08860281,41.07386441
22.75900254,11.39994941,24.58724314,47.46989489,48.22689949,25.11969978,56.69203933,64.77108337,42.53891945
33.96866051,11.39994941,26.90343271,39.614198,31.01581269,28.57064896,36.86964795,60.99066994,36.7310227
16.64464365,8.54996206,21.79593776,39.41276987,56.29459644,18.77958386,42.02346971,23.6905908,23.75482095
60.80390232,16.7436757,25.12174843,28.73707923,23.1273979,28.24963043,48.76308278,45.11293355,31.55100668
45.17831848,20.84053252,38.24682266,58.88415533,45.89623149,28.1693758,71.22845967,67.03933142,62.52645602
47.21643811,34.73422087,38.36560162,65.66556888,51.09541396,40.84960764,77.17517708,42.34063037,50.178135
49.93393096,35.44671771,46.08623352,79.69839495,73.6849654,55.13493211,74.40004229,84.68126074,38.56234149
43.81957206,37.40608401,46.56134933,76.00554599,58.98382875,56.41900622,96.07252352,105.8515759,65.92747664
72.01356029,42.21543767,36.4057489,71.97698348,62.92803614,50.88143662,58.67427846,69.30757948,50.07348821
42.46082564,15.49680623,46.26440195,67.94842097,72.78855463,37.15789457,61.71371181,97.53466639,38.87628186
70.99450047,38.47482927,50.65922319,73.45412307,45.53766718,34.34898245,105.1908236,73.59204803,54.46865332
72.01356029,43.10605872,50.24349685,104.8769106,79.42199433,70.22280291,104.1336293,109.1279342,49.02702032
65.21982819,97.79019106,55.23221285,103.1983429,87.48969128,63.48141383,107.5695105,126.7698636,67.34020828
65.21982819,54.86225655,57.31084452,111.2554679,125.6767901,86.35398392,103.0764351,96.02250102,45.6783231
59.7848425,67.15282701,66.45682385,151.0039513,117.429811,81.05717822,131.8849773,121.2252572,53.84077259
83.22321826,34.02172403,54.63831809,101.7212033,55.75674997,62.43810362,68.3211756,103.0792727,22.49905949
68.61669424,26.89675565,49.94654947,109.0397586,73.14711894,57.94384423,97.92261338,91.73803247,35.68455481
104.2837878,43.64043135,60.22092885,85.00266892,55.21890351,59.22791834,108.0981076,103.0792727,60.17190328
61.82296214,78.73090063,56.30122342,121.1254461,54.14321058,69.09923806,130.299186,134.8347455,73.04345824
46.1973783,151.5837023,63.60612899,133.815418,141.9914662,81.85972453,132.6778729,90.47789466,103.0770865
73.37230671,149.9805845,47.45219147,120.1854482,144.3221342,72.87120576,89.46505973,201.6220494,73.46204539
38.72427299,110.2588857,55.76671814,112.5311794,85.51758758,76.32215493,101.7549424,89.97383954,56.35229551
88.99789055,66.08408175,52.50029695,68.61984806,43.92412779,45.26361239,70.43556401,90.72992222,45.6783231
46.1973783,32.77485456,58.8549709,64.79271367,116.5334003,34.18847319,79.8181626,64.26702824,21.66188518
32.60991409,97.07769422,54.69770757,91.1797981,116.174836,44.7820846,109.1553018,75.1042134,42.53891945
69.97544066,108.833892,61.17116047,110.2483273,115.6369895,84.18710886,101.7549424,75.60826852,67.02626791
60.12452911,87.81523532,44.06699133,114.008319,92.5095916,47.91201524,90.12580611,117.1928162,56.14300193
28.87336144,84.43087534,55.17282338,97.62549811,80.13912295,72.14891407,105.4551221,82.41301269,62.6311028
62.16264874,66.26220596,60.69604466,107.6969044,109.7206784,71.82789555,79.42171477,80.90084732,43.79468091
55.02923003,106.1620289,49.29326523,55.79559074,125.6767901,42.61520954,81.66825246,82.41301269,29.71968788
40.08301941,37.40608401,23.28067466,34.30992403,4.661336011,24.71842662,50.34887409,27.72303179,20.6154173
16.64464365,52.90289024,38.9001069,80.1012512,110.2585249,37.55916773,79.15741622,22.17842543,34.0102062
58.76578269,98.50268789,40.68179119,79.16125329,86.77256266,62.83937677,95.80822497,39.56832719,53.21289186
55.70860324,66.44033017,44.24515976,78.08696995,94.30241314,58.42537202,79.8181626,78.12854414,40.18436671
38.72427299,112.9307489,39.61278062,67.81413555,98.60518484,57.22155254,66.60323501,59.73053213,31.86494704
24.79712218,68.7559449,38.12804371,68.08270639,67.23080785,40.04706132,66.73538429,50.40551235,28.51624981
27.17492841,79.08714905,40.74118066,40.75562404,56.8324429,56.49926085,36.86964795,25.95883886,27.62675211
27.85430162,31.7061093,32.60482243,32.42992819,26.53375883,26.64453779,18.89734644,22.93450812,21.03400445
49.25455775,35.80296612,31.65459081,41.96419279,50.91613181,31.62032497,57.88138281,16.38179151,36.62637591
39.7433328,62.87784598,37.35598052,45.11990009,82.11122665,49.83812641,38.85188709,43.85279574,31.70797686
33.96866051,56.64349864,28.80389595,45.92561259,52.70895335,47.75150598,48.49878423,37.30007914,31.02777273
25.47649539,63.59034282,35.45551728,45.92561259,60.41808598,48.15277914,43.21281319,29.48722472,29.40574752
25.81618199,42.39356188,36.58391733,48.14132197,43.20699918,57.54257107,39.77693202,46.37307136,26.16169708
16.30495705,34.91234508,31.47642238,32.09421465,22.76883359,32.50312592,58.27783064,61.74675262,21.13865124
18.00339007,25.29363776,23.696401,19.87424171,21.33457636,15.97067175,34.62311027,46.87712648,21.34794482
25.13680878,45.42167344,22.27105357,28.5356511,43.38628133,27.28657484,24.97621313,33.51966571,25.11522919
